Transaction_ID,Payment,Order_Date,Payment_Method
POS85265,702,08-11-2024,WeChat Pay
POS85266,704,15-10-2025,Cash
POS85267,2059,19-01-2025,WeChat Pay
POS85268,2716,22-11-2025,Cash
POS85269,1878,27-10-2024,WeChat Pay
POS85270,1735,23-11-2024,Credit Card
POS85271,1977,30-05-2024,WeChat Pay
POS85272,520,16-02-2024,WeChat Pay
POS85273,1766,31-12-2025,WeChat Pay
POS85274,884,03-10-2024,Cash
POS85275,572,14-11-2025,WeChat Pay
POS85276,2546,16-06-2024,WeChat Pay
POS85277,1796,15-10-2025,Cash
POS85278,2309,11-03-2025,Credit Card
POS85279,1993,20-01-2024,WeChat Pay
POS85280,1890,27-08-2024,WeChat Pay
POS85281,1332,04-09-2024,Cash
POS85282,1723,17-02-2024,Credit Card
POS85283,1804,16-12-2025,Alipay
POS85284,29,02-12-2024,WeChat Pay
POS85285,712,17-07-2025,Credit Card
POS85286,2613,10-06-2025,WeChat Pay
POS85287,1535,07-02-2025,Alipay
POS85288,2174,17-09-2025,Credit Card
POS85289,2332,04-04-2025,Credit Card
POS85290,1083,22-01-2025,Alipay
POS85291,1130,04-06-2024,Alipay
POS85292,61,04-12-2025,Alipay
POS85293,804,14-09-2024,Alipay
POS85294,2800,08-01-2025,Credit Card
POS85295,2174,18-03-2025,Cash
POS85296,342,04-10-2024,Cash
POS85297,771,02-10-2025,Credit Card
POS85298,1093,24-07-2025,Credit Card
POS85299,2310,03-09-2025,Alipay
POS85300,192,23-05-2025,Credit Card
POS85301,104,13-07-2024,Alipay
POS85302,2781,05-07-2024,Cash
POS85303,1618,09-05-2025,WeChat Pay
POS85304,1475,26-08-2025,Alipay
POS85305,238,16-02-2025,Credit Card
POS85306,2142,28-03-2025,WeChat Pay
POS85307,200,13-04-2025,WeChat Pay
POS85308,1792,08-09-2024,Alipay
POS85309,1547,26-02-2025,Credit Card
POS85310,495,24-09-2024,Alipay
POS85311,686,19-02-2024,Cash
POS85312,256,19-01-2024,Credit Card
POS85313,863,07-09-2025,Alipay
POS85314,1322,18-09-2024,Alipay
POS85315,2640,24-06-2025,WeChat Pay
POS85316,349,18-01-2025,Cash
POS85317,1616,03-02-2025,Cash
POS85318,2755,01-11-2024,WeChat Pay
POS85319,1039,29-04-2025,Alipay
POS85320,2995,13-12-2025,Cash
POS85321,1569,18-12-2025,Cash
POS85322,1121,11-03-2024,Credit Card
POS85323,2359,21-02-2024,WeChat Pay
POS85324,1904,12-11-2024,WeChat Pay
POS85325,1909,31-12-2025,Alipay
POS85326,279,28-05-2025,WeChat Pay
POS85327,473,30-11-2025,WeChat Pay
POS85328,2788,07-02-2025,Cash
POS85329,2767,26-10-2024,WeChat Pay
POS85330,2510,02-03-2024,Cash
POS85331,117,18-12-2024,Credit Card
POS85332,1389,08-02-2024,Cash
POS85333,1066,11-11-2024,Cash
POS85334,1815,07-02-2024,WeChat Pay
POS85335,2998,18-12-2025,Cash
POS85336,1612,01-09-2025,Cash
POS85337,2932,19-08-2024,Credit Card
POS85338,1060,07-10-2024,WeChat Pay
POS85339,2270,25-04-2025,Cash
POS85340,1223,23-12-2024,WeChat Pay
POS85341,2967,24-08-2025,Credit Card
POS85342,620,21-10-2025,Alipay
POS85343,1008,23-03-2025,WeChat Pay
POS85344,1118,03-11-2024,Cash
POS85345,1122,19-01-2024,WeChat Pay
POS85346,1590,26-12-2024,Alipay
POS85347,845,03-12-2024,Cash
POS85348,299,30-12-2025,Credit Card
POS85349,1999,25-09-2024,Credit Card
POS85350,2446,21-03-2025,Alipay
POS85351,430,30-04-2024,WeChat Pay
POS85352,711,23-03-2025,Alipay
POS85353,884,16-09-2024,WeChat Pay
POS85354,1588,20-05-2024,WeChat Pay
POS85355,409,10-04-2024,Alipay
POS85356,128,07-08-2024,Alipay
POS85357,986,15-06-2025,Credit Card
POS85358,2024,14-12-2025,WeChat Pay
POS85359,2340,05-07-2024,Credit Card
POS85360,1964,05-09-2024,WeChat Pay
POS85361,1518,27-04-2024,Credit Card
POS85362,865,05-02-2025,Credit Card
POS85363,1256,30-01-2024,Alipay
POS85364,2511,01-08-2024,WeChat Pay
POS85365,1696,27-05-2024,Cash
POS85366,321,14-10-2025,Cash
POS85367,1675,19-01-2025,Alipay
POS85368,2039,18-03-2025,Cash
POS85369,2441,31-05-2024,WeChat Pay
POS85370,1881,10-12-2024,Alipay
POS85371,1575,30-08-2024,WeChat Pay
POS85372,2050,08-05-2024,WeChat Pay
POS85373,58,05-04-2024,Credit Card
POS85374,2781,04-08-2024,Cash
POS85375,847,17-07-2025,WeChat Pay
POS85376,1124,07-07-2025,Alipay
POS85377,1239,09-02-2024,Credit Card
POS85378,2210,28-07-2025,WeChat Pay
POS85379,1395,29-12-2025,WeChat Pay
POS85380,2480,01-09-2024,Alipay
POS85381,1591,23-12-2025,Alipay
POS85382,1465,27-04-2025,WeChat Pay
POS85383,34,23-04-2024,Alipay
POS85384,708,04-09-2024,Cash
POS85385,266,18-08-2025,Cash
POS85386,1336,29-06-2024,Cash
POS85387,2658,02-04-2024,WeChat Pay
POS85388,2991,23-05-2024,Credit Card
POS85389,1813,04-05-2024,Cash
POS85390,336,02-08-2025,Credit Card
POS85391,867,17-02-2024,Credit Card
POS85392,186,08-09-2024,Alipay
POS85393,24,04-07-2025,Alipay
POS85394,597,09-11-2025,Cash
POS85395,178,01-07-2024,WeChat Pay
POS85396,727,28-06-2025,Credit Card
POS85397,2527,02-05-2024,Cash
POS85398,105,23-03-2024,Credit Card
POS85399,400,15-01-2024,WeChat Pay
POS85400,2186,14-12-2025,WeChat Pay
POS85401,245,16-04-2024,WeChat Pay
POS85402,1009,11-09-2024,WeChat Pay
POS85403,2217,08-06-2024,Alipay
POS85404,1960,29-12-2025,Credit Card
POS85405,2901,08-07-2025,WeChat Pay
POS85406,1592,12-08-2024,Alipay
POS85407,2950,14-06-2025,WeChat Pay
POS85408,628,05-12-2024,Alipay
POS85409,41,29-06-2025,Cash
POS85410,1327,24-04-2024,WeChat Pay
POS85411,2555,21-01-2024,Credit Card
POS85412,1072,23-02-2025,Credit Card
POS85413,109,16-08-2025,Alipay
POS85414,2814,06-09-2024,WeChat Pay
POS85415,2069,04-04-2025,Alipay
POS85416,2881,22-06-2024,WeChat Pay
POS85417,796,15-04-2024,Alipay
POS85418,681,04-03-2024,Cash
POS85419,1708,05-08-2024,Credit Card
POS85420,2487,20-08-2024,Credit Card
POS85421,141,15-08-2024,Cash
POS85422,2654,16-06-2024,Credit Card
POS85423,185,10-05-2024,WeChat Pay
POS85424,356,24-03-2025,Credit Card
POS85425,2177,04-05-2025,WeChat Pay
POS85426,2736,04-03-2025,Cash
POS85427,1304,08-03-2025,WeChat Pay
POS85428,363,05-11-2025,WeChat Pay
POS85429,855,24-09-2025,Alipay
POS85430,1386,17-02-2024,Credit Card
POS85431,1885,17-08-2024,Alipay
POS85432,2433,27-12-2025,Cash
POS85433,2891,13-09-2025,Alipay
POS85434,1432,18-11-2024,Cash
POS85435,388,28-01-2025,WeChat Pay
POS85436,725,08-04-2025,WeChat Pay
POS85437,1831,12-11-2024,WeChat Pay
POS85438,1692,05-08-2025,Cash
POS85439,2381,13-12-2025,WeChat Pay
POS85440,1126,10-06-2025,WeChat Pay
POS85441,2583,15-09-2025,Alipay
POS85442,1665,07-09-2025,WeChat Pay
POS85443,178,04-07-2025,Cash
POS85444,1121,29-09-2025,Alipay
POS85445,1939,05-01-2024,WeChat Pay
POS85446,1559,12-12-2024,Credit Card
POS85447,1872,17-12-2024,Cash
POS85448,2256,08-06-2024,WeChat Pay
POS85449,2706,07-10-2024,Cash
POS85450,2198,29-10-2024,WeChat Pay
POS85451,2152,17-08-2024,Credit Card
POS85452,2733,20-01-2025,Alipay
POS85453,1444,24-08-2025,Alipay
POS85454,266,20-09-2024,WeChat Pay
POS85455,235,02-07-2024,Alipay
POS85456,1790,10-06-2025,Cash
POS85457,1166,07-07-2025,WeChat Pay
POS85458,1434,18-11-2024,WeChat Pay
POS85459,1354,28-07-2025,WeChat Pay
POS85460,1014,12-09-2025,WeChat Pay
POS85461,1740,14-02-2025,Alipay
POS85462,1951,12-05-2025,Cash
POS85463,2929,14-01-2024,Alipay
POS85464,46,28-05-2024,Cash
POS85465,1732,19-07-2025,Cash
POS85466,2959,01-05-2025,Alipay
POS85467,1939,12-10-2025,WeChat Pay
POS85468,563,28-12-2024,Cash
POS85469,1848,20-04-2024,WeChat Pay
POS85470,1845,16-04-2025,Credit Card
POS85471,1350,11-07-2024,Alipay
POS85472,1228,17-10-2025,WeChat Pay
POS85473,2267,15-08-2025,WeChat Pay
POS85474,2276,05-06-2024,WeChat Pay
POS85475,812,15-07-2024,WeChat Pay
POS85476,192,11-11-2024,Alipay
POS85477,612,20-04-2025,Cash
POS85478,1388,15-10-2024,Credit Card
POS85479,399,30-08-2025,WeChat Pay
POS85480,363,16-07-2024,Cash
POS85481,440,17-03-2024,WeChat Pay
POS85482,2865,04-11-2024,WeChat Pay
POS85483,2427,19-09-2024,WeChat Pay
POS85484,1839,03-02-2025,Cash
POS85485,2664,07-11-2024,Credit Card
POS85486,2439,17-09-2024,WeChat Pay
POS85487,2439,10-01-2024,WeChat Pay
POS85488,897,11-12-2025,Credit Card
POS85489,2140,18-05-2025,Alipay
POS85490,721,22-11-2025,Credit Card
POS85491,2274,24-01-2025,Alipay
POS85492,2442,10-11-2025,Alipay
POS85493,138,26-12-2024,Cash
POS85494,1677,30-12-2025,Cash
POS85495,492,07-08-2024,Alipay
POS85496,1562,14-11-2025,Credit Card
POS85497,1131,02-09-2025,Credit Card
POS85498,861,23-05-2024,Alipay
POS85499,346,28-10-2024,Credit Card
POS85500,303,20-08-2025,Alipay
POS85501,979,15-10-2025,WeChat Pay
POS85502,1334,10-07-2024,WeChat Pay
POS85503,2166,05-05-2024,Credit Card
POS85504,2175,21-03-2024,Alipay
POS85505,1501,22-01-2024,Cash
POS85506,1483,28-12-2024,Cash
POS85507,2804,22-09-2024,Alipay
POS85508,2545,05-02-2025,Cash
POS85509,1951,31-07-2024,Credit Card
POS85510,1884,04-12-2024,Alipay
POS85511,356,03-10-2025,Credit Card
POS85512,1025,01-03-2024,Cash
POS85513,2268,30-06-2025,Cash
POS85514,2892,26-05-2025,Credit Card
POS85515,915,21-08-2024,Alipay
POS85516,1775,25-04-2025,Credit Card
POS85517,2227,15-03-2024,Credit Card
POS85518,1264,02-06-2025,WeChat Pay
POS85519,2778,12-08-2024,Alipay
POS85520,1364,19-04-2024,Credit Card
POS85521,971,08-10-2025,Alipay
POS85522,223,19-05-2024,WeChat Pay
POS85523,890,26-01-2025,Alipay
POS85524,1123,04-08-2024,Cash
POS85525,2050,01-01-2025,Alipay
POS85526,2969,30-11-2024,Cash
POS85527,2873,14-12-2025,Alipay
POS85528,1671,07-06-2025,Alipay
POS85529,198,14-04-2025,Credit Card
POS85530,2528,14-01-2025,Credit Card
POS85531,177,23-06-2024,Alipay
POS85532,1827,30-05-2025,Alipay
POS85533,107,09-06-2025,Cash
POS85534,239,08-04-2024,Cash
POS85535,1658,11-12-2024,WeChat Pay
POS85536,1632,07-04-2025,Alipay
POS85537,1748,05-09-2024,Alipay
POS85538,1666,23-09-2024,WeChat Pay
POS85539,246,13-03-2024,Credit Card
POS85540,297,24-04-2025,Credit Card
POS85541,1835,10-10-2024,WeChat Pay
POS85542,2835,26-06-2025,Alipay
POS85543,2441,04-04-2025,Alipay
POS85544,24,23-11-2025,Alipay
POS85545,125,11-09-2025,Alipay
POS85546,2217,05-03-2025,Cash
POS85547,2914,09-10-2024,WeChat Pay
POS85548,2128,03-09-2025,Credit Card
POS85549,1773,22-09-2024,Credit Card
POS85550,1001,19-06-2024,Credit Card
POS85551,1331,18-10-2024,Alipay
POS85552,1209,09-06-2025,Credit Card
POS85553,38,12-01-2025,WeChat Pay
POS85554,1954,24-03-2024,Credit Card
POS85555,1435,14-12-2024,Cash
POS85556,2566,06-09-2024,Credit Card
POS85557,1237,31-01-2024,WeChat Pay
POS85558,2411,25-07-2024,Alipay
POS85559,1377,31-10-2025,WeChat Pay
POS85560,1933,25-09-2025,Credit Card
POS85561,1488,29-07-2025,Cash
POS85562,1734,13-07-2024,Cash
POS85563,455,11-11-2024,Credit Card
POS85564,889,06-03-2025,WeChat Pay
POS85565,236,22-05-2025,Credit Card
POS85566,1819,28-06-2025,Alipay
POS85567,696,12-06-2025,Alipay
POS85568,2906,15-09-2024,Alipay
POS85569,2315,08-12-2024,Alipay
POS85570,2264,23-08-2025,Cash
POS85571,2864,20-11-2024,WeChat Pay
POS85572,2019,21-09-2024,Alipay
POS85573,1899,22-04-2024,Alipay
POS85574,2478,30-12-2024,Alipay
POS85575,476,30-08-2025,Alipay
POS85576,1073,05-03-2024,Credit Card
POS85577,1545,20-07-2024,Cash
POS85578,2989,24-11-2025,Alipay
POS85579,111,20-11-2024,Cash
POS85580,1343,15-09-2025,Cash
POS85581,1311,03-02-2024,Alipay
POS85582,654,01-12-2024,Cash
POS85583,1436,07-03-2025,WeChat Pay
POS85584,2568,19-07-2024,Cash
POS85585,938,12-08-2024,Credit Card
POS85586,1369,18-12-2025,Cash
POS85587,2940,16-02-2024,Cash
POS85588,2819,05-04-2025,Credit Card
POS85589,1966,05-02-2025,Alipay
POS85590,1462,21-05-2024,Alipay
POS85591,152,30-08-2024,Credit Card
POS85592,1121,08-02-2025,Credit Card
POS85593,2678,14-10-2024,Cash
POS85594,1876,08-05-2025,Cash
POS85595,2980,06-01-2025,Credit Card
POS85596,942,20-02-2024,Cash
POS85597,2219,23-08-2025,WeChat Pay
POS85598,286,16-08-2024,Alipay
POS85599,2577,16-11-2025,Credit Card
POS85600,780,05-06-2024,Alipay
POS85601,497,02-02-2025,Alipay
POS85602,1454,24-01-2024,Alipay
POS85603,236,16-01-2024,Alipay
POS85604,1073,26-11-2025,Alipay
POS85605,2291,26-12-2025,Cash
POS85606,241,26-06-2024,Cash
POS85607,2019,18-12-2025,WeChat Pay
POS85608,1741,12-07-2025,Alipay
POS85609,320,06-02-2024,Alipay
POS85610,2799,25-08-2024,WeChat Pay
POS85611,1375,10-09-2024,Cash
POS85612,922,16-03-2024,Credit Card
POS85613,465,16-03-2024,Cash
POS85614,2289,07-03-2025,Alipay
POS85615,1806,22-02-2024,Credit Card
POS85616,1836,16-01-2025,Cash
POS85617,2017,27-09-2025,WeChat Pay
POS85618,1259,12-05-2025,Cash
POS85619,1038,02-01-2024,Credit Card
POS85620,1499,26-11-2025,WeChat Pay
POS85621,555,25-07-2025,Alipay
POS85622,2700,03-07-2024,Cash
POS85623,54,19-03-2025,WeChat Pay
POS85624,678,14-09-2024,WeChat Pay
POS85625,1371,20-09-2025,WeChat Pay
POS85626,343,12-06-2025,WeChat Pay
POS85627,243,24-10-2025,Cash
POS85628,2188,17-08-2025,Cash
POS85629,573,21-05-2025,Alipay
POS85630,557,26-01-2024,WeChat Pay
POS85631,1565,20-04-2025,Cash
POS85632,811,13-07-2025,WeChat Pay
POS85633,1486,26-01-2025,Credit Card
POS85634,2735,14-11-2024,WeChat Pay
POS85635,1966,19-07-2024,Credit Card
POS85636,754,30-10-2024,Credit Card
POS85637,2435,28-01-2024,Cash
POS85638,41,16-07-2024,Alipay
POS85639,882,29-05-2025,Credit Card
POS85640,157,09-03-2024,WeChat Pay
POS85641,2081,26-12-2024,Cash
POS85642,1279,20-06-2024,Alipay
POS85643,2532,19-11-2024,WeChat Pay
POS85644,165,26-03-2024,Alipay
POS85645,2479,25-05-2024,WeChat Pay
POS85646,859,28-10-2024,Alipay
POS85647,1691,06-01-2025,WeChat Pay
POS85648,695,26-02-2025,Alipay
POS85649,960,21-07-2024,WeChat Pay
POS85650,426,29-12-2025,WeChat Pay
POS85651,1911,31-08-2025,Alipay
POS85652,1794,23-12-2025,WeChat Pay
POS85653,1174,11-05-2024,Alipay
POS85654,697,13-02-2024,Credit Card
POS85655,2057,03-04-2025,Cash
POS85656,486,17-09-2024,WeChat Pay
POS85657,358,21-06-2024,Alipay
POS85658,881,29-03-2024,Cash
POS85659,1241,07-09-2024,WeChat Pay
POS85660,2167,14-01-2025,Cash
POS85661,218,20-06-2024,WeChat Pay
POS85662,2108,24-09-2024,Alipay
POS85663,2030,18-11-2024,Alipay
POS85664,2652,01-09-2025,Alipay
POS85665,311,14-11-2024,Alipay
POS85666,977,17-07-2025,Credit Card
POS85667,2716,28-02-2025,WeChat Pay
POS85668,2195,12-02-2025,Cash
POS85669,1154,17-11-2025,Cash
POS85670,2569,28-12-2024,WeChat Pay
POS85671,1284,02-02-2025,WeChat Pay
POS85672,1698,27-07-2025,Credit Card
POS85673,2363,06-05-2024,Credit Card
POS85674,373,23-08-2024,Alipay
POS85675,401,24-09-2024,Credit Card
POS85676,1541,03-06-2025,Alipay
POS85677,365,08-03-2024,Credit Card
POS85678,1591,28-09-2024,Alipay
POS85679,308,11-07-2025,Cash
POS85680,2208,19-04-2024,Cash
POS85681,1051,06-09-2025,Cash
POS85682,2551,23-07-2025,Cash
POS85683,507,07-03-2024,Alipay
POS85684,2638,04-08-2025,Alipay
POS85685,77,10-01-2024,Credit Card
POS85686,1581,03-05-2025,Credit Card
POS85687,1067,15-03-2024,Alipay
POS85688,632,24-07-2024,Cash
POS85689,256,17-11-2025,Credit Card
POS85690,2936,14-08-2025,Cash
POS85691,2794,10-06-2024,Cash
POS85692,960,01-09-2024,Alipay
POS85693,2540,14-01-2024,Cash
POS85694,1352,22-03-2024,Credit Card
POS85695,1013,22-04-2024,Cash
POS85696,1242,17-10-2024,Credit Card
POS85697,785,09-03-2024,Credit Card
POS85698,1579,16-02-2025,Credit Card
POS85699,1787,21-08-2024,WeChat Pay
POS85700,256,12-12-2025,Credit Card
POS85701,1819,28-06-2024,Cash
POS85702,298,17-10-2024,WeChat Pay
POS85703,235,22-09-2025,WeChat Pay
POS85704,1761,16-12-2024,Credit Card
POS85705,671,03-06-2025,Cash
POS85706,1420,05-03-2025,WeChat Pay
POS85707,2910,17-01-2024,Alipay
POS85708,1188,30-12-2025,Cash
POS85709,2271,28-06-2024,Credit Card
POS85710,127,31-07-2025,Alipay
POS85711,1327,16-11-2024,Cash
POS85712,845,03-03-2024,Credit Card
POS85713,2018,27-07-2024,Credit Card
POS85714,601,26-04-2024,Cash
POS85715,579,27-07-2024,Alipay
POS85716,1075,21-04-2024,Credit Card
POS85717,1792,14-09-2025,Alipay
POS85718,611,03-02-2025,Credit Card
POS85719,2930,06-09-2025,Credit Card
POS85720,2438,10-12-2024,Credit Card
POS85721,2941,13-07-2024,Cash
POS85722,2943,26-02-2025,Cash
POS85723,678,25-02-2025,Cash
POS85724,1932,10-02-2025,WeChat Pay
POS85725,2924,12-12-2024,Credit Card
POS85726,257,31-12-2024,Cash
POS85727,2380,22-11-2024,Alipay
POS85728,2656,05-09-2024,Credit Card
POS85729,2360,03-11-2024,Cash
POS85730,409,20-10-2025,Credit Card
POS85731,262,20-05-2024,Credit Card
POS85732,2529,16-05-2024,Credit Card
POS85733,1274,13-03-2025,Alipay
POS85734,1438,13-10-2025,WeChat Pay
POS85735,2116,28-06-2024,WeChat Pay
POS85736,2716,16-10-2025,Credit Card
POS85737,2322,10-01-2025,Cash
POS85738,2123,13-11-2025,Credit Card
POS85739,1646,16-12-2025,Credit Card
POS85740,1113,20-04-2024,Credit Card
POS85741,2600,24-03-2025,WeChat Pay
POS85742,2694,18-03-2024,Cash
POS85743,432,16-01-2025,Credit Card
POS85744,2716,14-11-2025,Credit Card
POS85745,734,18-08-2025,WeChat Pay
POS85746,1848,08-05-2025,WeChat Pay
POS85747,25,12-01-2024,Credit Card
POS85748,2439,31-01-2024,Alipay
POS85749,1455,15-02-2025,Alipay
POS85750,439,13-01-2025,Alipay
POS85751,2990,23-11-2025,WeChat Pay
POS85752,2327,14-10-2024,Credit Card
POS85753,1649,20-04-2024,Alipay
POS85754,546,05-07-2025,Cash
POS85755,2087,23-07-2025,WeChat Pay
POS85756,2379,12-04-2024,WeChat Pay
POS85757,1575,05-04-2024,Alipay
POS85758,1559,29-03-2025,Alipay
POS85759,1223,09-12-2025,Cash
POS85760,1109,18-03-2024,WeChat Pay
POS85761,188,05-04-2025,Cash
POS85762,2216,19-09-2024,WeChat Pay
POS85763,2899,14-08-2025,Credit Card
POS85764,213,20-02-2024,WeChat Pay
POS85765,425,05-02-2025,Alipay
POS85766,195,14-07-2025,Credit Card
POS85767,2645,04-06-2025,WeChat Pay
POS85768,1648,09-11-2024,Cash
POS85769,2099,30-12-2025,Alipay
POS85770,1982,25-02-2025,Alipay
POS85771,2874,02-04-2025,WeChat Pay
POS85772,1642,27-07-2025,Credit Card
POS85773,2743,18-01-2025,WeChat Pay
POS85774,2560,01-05-2025,WeChat Pay
POS85775,757,15-09-2024,Alipay
POS85776,733,22-09-2025,WeChat Pay
POS85777,1282,05-04-2025,WeChat Pay
POS85778,534,03-05-2024,Alipay
POS85779,303,04-09-2024,WeChat Pay
POS85780,2188,09-11-2025,Credit Card
POS85781,1047,11-02-2025,Credit Card
POS85782,2891,13-05-2024,WeChat Pay
POS85783,1485,26-09-2025,Credit Card
POS85784,537,29-11-2025,Credit Card
POS85785,2741,19-03-2025,Alipay
POS85786,368,07-11-2024,Cash
POS85787,790,04-07-2025,Cash
POS85788,1711,15-02-2025,Cash
POS85789,1707,22-04-2024,Cash
POS85790,1761,21-07-2024,WeChat Pay
POS85791,1653,09-02-2025,Alipay
POS85792,2591,09-11-2024,Alipay
POS85793,278,03-04-2024,Credit Card
POS85794,553,31-01-2024,Cash
POS85795,1176,28-08-2024,Alipay
POS85796,2909,21-10-2025,Credit Card
POS85797,2046,03-10-2024,Credit Card
POS85798,2021,16-05-2025,Cash
POS85799,2515,16-02-2025,Cash
POS85800,1819,29-02-2024,Credit Card
POS85801,1288,24-02-2024,Cash
POS85802,1646,04-03-2024,Credit Card
POS85803,2583,19-06-2025,Credit Card
POS85804,2872,24-11-2024,Credit Card
POS85805,1479,17-05-2025,Cash
POS85806,958,29-12-2024,Cash
POS85807,1887,27-03-2025,Cash
POS85808,2020,11-08-2025,WeChat Pay
POS85809,2327,22-11-2025,Alipay
POS85810,2788,26-11-2025,Credit Card
POS85811,2865,02-07-2024,Cash
POS85812,2287,19-09-2024,Cash
POS85813,1475,15-10-2025,Cash
POS85814,1937,04-02-2024,Alipay
POS85815,1765,24-05-2025,Credit Card
POS85816,1532,11-08-2025,Credit Card
POS85817,1398,02-01-2024,Credit Card
POS85818,66,26-01-2025,Credit Card
POS85819,2579,13-08-2025,WeChat Pay
POS85820,261,07-08-2024,Cash
POS85821,2447,17-06-2024,WeChat Pay
POS85822,2223,27-02-2025,Credit Card
POS85823,2648,06-08-2024,Credit Card
POS85824,2682,24-03-2024,WeChat Pay
POS85825,1366,05-06-2025,Credit Card
POS85826,56,04-02-2024,Alipay
POS85827,2069,19-04-2024,WeChat Pay
POS85828,1452,20-05-2024,Alipay
POS85829,1426,29-06-2025,Credit Card
POS85830,2728,19-09-2025,Alipay
POS85831,1605,24-04-2024,Cash
POS85832,650,18-11-2024,Alipay
POS85833,2182,26-07-2025,Credit Card
POS85834,385,05-02-2025,WeChat Pay
POS85835,1285,31-08-2025,Alipay
POS85836,1737,12-07-2024,Cash
POS85837,27,16-07-2025,WeChat Pay
POS85838,1926,31-03-2024,Cash
POS85839,1774,13-06-2024,Alipay
POS85840,736,16-11-2025,Credit Card
POS85841,2855,31-01-2024,Cash
POS85842,2519,29-05-2024,Alipay
POS85843,913,23-06-2025,Alipay
POS85844,2826,16-02-2025,Cash
POS85845,2565,04-12-2025,Alipay
POS85846,114,10-09-2025,WeChat Pay
POS85847,2004,21-06-2025,Alipay
POS85848,2754,01-03-2024,WeChat Pay
POS85849,2056,23-07-2024,Credit Card
POS85850,980,05-11-2025,Credit Card
POS85851,1640,17-09-2025,Alipay
POS85852,1664,13-01-2025,Alipay
POS85853,178,29-04-2025,WeChat Pay
POS85854,2091,03-11-2025,WeChat Pay
POS85855,1391,16-05-2025,Cash
POS85856,2256,27-12-2024,Alipay
POS85857,2679,30-09-2025,Cash
POS85858,30,08-07-2024,Credit Card
POS85859,2752,29-05-2024,Credit Card
POS85860,2686,15-01-2025,Alipay
POS85861,1744,10-01-2025,Credit Card
POS85862,1721,10-03-2025,Credit Card
POS85863,1132,17-02-2024,Cash
POS85864,2106,08-05-2024,Alipay
POS85865,447,17-10-2024,WeChat Pay
POS85866,160,30-10-2024,Credit Card
POS85867,1196,16-01-2024,Alipay
POS85868,377,23-03-2024,Credit Card
POS85869,2080,24-08-2024,WeChat Pay
POS85870,1306,23-01-2025,WeChat Pay
POS85871,2952,12-04-2025,Alipay
POS85872,373,27-11-2025,Alipay
POS85873,2452,29-03-2024,Cash
POS85874,2659,28-01-2024,WeChat Pay
POS85875,2092,29-12-2024,WeChat Pay
POS85876,1911,11-04-2024,WeChat Pay
POS85877,561,05-12-2025,Alipay
POS85878,536,11-10-2025,Alipay
POS85879,320,31-10-2024,Cash
POS85880,1095,25-10-2025,Cash
POS85881,2335,08-04-2025,Alipay
POS85882,1398,10-04-2025,Cash
POS85883,806,20-03-2024,Cash
POS85884,1483,22-10-2025,Credit Card
POS85885,1524,26-04-2024,Cash
POS85886,798,28-02-2024,Cash
POS85887,108,22-10-2025,Alipay
POS85888,844,01-10-2025,Cash
POS85889,2988,15-08-2025,Credit Card
POS85890,430,04-10-2024,WeChat Pay
POS85891,2282,24-08-2024,Credit Card
POS85892,1780,08-04-2025,Cash
POS85893,1156,26-11-2024,Cash
POS85894,772,20-03-2025,Credit Card
POS85895,1692,20-01-2025,Alipay
POS85896,181,16-01-2024,Cash
POS85897,2407,09-10-2024,WeChat Pay
POS85898,2778,27-10-2024,WeChat Pay
POS85899,2917,28-10-2024,Cash
POS85900,2761,28-07-2024,WeChat Pay
POS85901,2078,09-02-2024,WeChat Pay
POS85902,2193,13-09-2024,Cash
POS85903,472,09-10-2025,Cash
POS85904,2779,19-05-2024,WeChat Pay
POS85905,1258,12-10-2024,Credit Card
POS85906,28,25-08-2024,WeChat Pay
POS85907,2138,09-09-2025,Alipay
POS85908,2554,16-07-2025,Alipay
POS85909,1678,21-03-2025,Alipay
POS85910,863,13-02-2025,Cash
POS85911,850,31-10-2025,Credit Card
POS85912,2523,09-08-2025,Cash
POS85913,1376,05-07-2025,Cash
POS85914,2957,01-04-2024,Cash
POS85915,1085,28-10-2025,WeChat Pay
POS85916,829,21-07-2024,Cash
POS85917,1046,29-11-2025,Alipay
POS85918,849,21-07-2025,Alipay
POS85919,1244,07-11-2024,WeChat Pay
POS85920,2018,06-01-2025,WeChat Pay
POS85921,527,29-06-2024,Credit Card
POS85922,1761,17-09-2025,Cash
POS85923,828,05-02-2024,WeChat Pay
POS85924,2531,13-08-2025,Alipay
POS85925,1566,27-09-2024,WeChat Pay
POS85926,2572,18-04-2024,Cash
POS85927,1382,27-05-2025,Alipay
POS85928,1228,29-07-2024,WeChat Pay
POS85929,2848,03-10-2024,Credit Card
POS85930,1575,25-06-2025,Credit Card
POS85931,1365,30-11-2024,Alipay
POS85932,1082,27-11-2024,Cash
POS85933,1482,05-08-2025,Cash
POS85934,773,16-07-2025,Credit Card
POS85935,1125,26-09-2024,Credit Card
POS85936,2444,28-11-2024,Alipay
POS85937,805,27-03-2024,Credit Card
POS85938,2932,22-10-2025,Cash
POS85939,1859,08-04-2025,Credit Card
POS85940,2604,16-01-2025,Credit Card
POS85941,525,14-06-2024,Alipay
POS85942,232,03-08-2024,Credit Card
POS85943,2411,23-04-2024,WeChat Pay
POS85944,1510,15-08-2024,WeChat Pay
POS85945,2093,03-07-2025,Credit Card
POS85946,907,17-05-2024,Cash
POS85947,904,16-10-2025,Alipay
